10, 0.008547
20, 0.005327
30, 0.004314
40, 0.003513
50, 0.003043
60, 0.002751
70, 0.002483
80, 0.002152
90, 0.001812
100, 0.001591
110, 0.001411
120, 0.001278
130, 0.001197
140, 0.001131
150, 0.001091
160, 0.001074
170, 0.001065
180, 0.001055
190, 0.001049
200, 0.001044
210, 0.001041
220, 0.001038
230, 0.001036
240, 0.001034
250, 0.001037
260, 0.001032
270, 0.001034
280, 0.001041
290, 0.001033
300, 0.001029
310, 0.001029
320, 0.001027
330, 0.001027
340, 0.001026
350, 0.001027
360, 0.001026
370, 0.001028
380, 0.001026
390, 0.001031
400, 0.001029
410, 0.001026
420, 0.001025
430, 0.001034
440, 0.001036
450, 0.001029
460, 0.001025
470, 0.001027
480, 0.001027
490, 0.001029
500, 0.001027
510, 0.001038
520, 0.001026
530, 0.001023
540, 0.001100
550, 0.001089
560, 0.001048
570, 0.001032
580, 0.001027
590, 0.001033
600, 0.001025
610, 0.001117
620, 0.001070
630, 0.001037
640, 0.001032
650, 0.001061
660, 0.001025
670, 0.001055
680, 0.001039
690, 0.001062
700, 0.001027
710, 0.001024
720, 0.001208
730, 0.001118
740, 0.001061
750, 0.001049
760, 0.001060
770, 0.001051
780, 0.001024
790, 0.001092
800, 0.001034
810, 0.001093
820, 0.001136
830, 0.001073
840, 0.001027
850, 0.001053
860, 0.001033
870, 0.001052
880, 0.001090
890, 0.001109
900, 0.001037
910, 0.001071
920, 0.001049
930, 0.001057
940, 0.001038
950, 0.001116
960, 0.001060
970, 0.001040
980, 0.001079
990, 0.001031
1000, 0.001045
1010, 0.001115
1020, 0.001118
1030, 0.001033
1040, 0.001051
1050, 0.001034
1060, 0.001151
1070, 0.001052
1080, 0.001040
1090, 0.001062
1100, 0.001067
1110, 0.001030
1120, 0.001166
1130, 0.001051
1140, 0.001054
1150, 0.001037
1160, 0.001132
1170, 0.001030
1180, 0.001105
1190, 0.001021
1200, 0.001106
1210, 0.001023
1220, 0.001111
1230, 0.001071
1240, 0.001034
1250, 0.001024
1260, 0.001182
1270, 0.001063
1280, 0.001024
1290, 0.001050
1300, 0.001075
1310, 0.001019
1320, 0.001060
1330, 0.001104
1340, 0.001142
1350, 0.001071
1360, 0.001021
1370, 0.001046
1380, 0.001122
1390, 0.001029
1400, 0.001134
1410, 0.001022
1420, 0.001120
1430, 0.001022
1440, 0.001087
1450, 0.001048
1460, 0.001103
1470, 0.001021
1480, 0.001116
1490, 0.001022
1500, 0.001065
1510, 0.001100
1520, 0.001131
1530, 0.001024
1540, 0.001082
1550, 0.001021
1560, 0.001032
1570, 0.001315
1580, 0.001228
1590, 0.001143
1600, 0.001064
1610, 0.001030
1620, 0.001046
1630, 0.001041
1640, 0.001139
1650, 0.001022
1660, 0.001110
1670, 0.001031
1680, 0.001038
1690, 0.001199
1700, 0.001071
1710, 0.001028
1720, 0.001100
1730, 0.001026
1740, 0.001095
1750, 0.001046
1760, 0.001062
1770, 0.001119
1780, 0.001059
1790, 0.001082
1800, 0.001047
1810, 0.001136
1820, 0.001029
1830, 0.001128
1840, 0.001022
1850, 0.001143
1860, 0.001021
1870, 0.001111
1880, 0.001025
1890, 0.001067
1900, 0.001128
1910, 0.001021
1920, 0.001076
1930, 0.001085
1940, 0.001183
1950, 0.001117
1960, 0.001040
1970, 0.001037
1980, 0.001044
1990, 0.001129
2000, 0.001019
2010, 0.001109
2020, 0.001036
2030, 0.001065
2040, 0.001138
2050, 0.001062
2060, 0.001061
2070, 0.001048
2080, 0.001148
2090, 0.001042
2100, 0.001091
2110, 0.001061
2120, 0.001085
2130, 0.001041
2140, 0.001146
2150, 0.001020
2160, 0.001092
2170, 0.001043
2180, 0.001025
2190, 0.001212
2200, 0.001088
2210, 0.001033
2220, 0.001025
2230, 0.001050
2240, 0.001026
2250, 0.001023
2260, 0.001254
2270, 0.001218
2280, 0.001158
2290, 0.001075
2300, 0.001025
2310, 0.001036
2320, 0.001038
2330, 0.001102
2340, 0.001045
2350, 0.001069
2360, 0.001101
2370, 0.001018
2380, 0.001108
2390, 0.001034
2400, 0.001143
2410, 0.001072
2420, 0.001027
2430, 0.001035
2440, 0.001210
2450, 0.001060
2460, 0.001039
2470, 0.001101
2480, 0.001022
2490, 0.001032
2500, 0.001272
2510, 0.001185
2520, 0.001091
2530, 0.001029
2540, 0.001036
2550, 0.001048
2560, 0.001044
2570, 0.001030
2580, 0.001135
2590, 0.001023
2600, 0.001054
2610, 0.001080
2620, 0.001020
2630, 0.001061
2640, 0.001148
2650, 0.001079
2660, 0.001043
2670, 0.001021
2680, 0.001118
2690, 0.001023
2700, 0.001084
2710, 0.001125
2720, 0.001079
2730, 0.001017
2740, 0.001070
2750, 0.001068
2760, 0.001024
2770, 0.001054
2780, 0.001194
2790, 0.001173
2800, 0.001094
2810, 0.001077
2820, 0.001041
2830, 0.001020
2840, 0.001023
2850, 0.001192
2860, 0.001073
2870, 0.001019
2880, 0.001062
2890, 0.001071
2900, 0.001021
2910, 0.001019
2920, 0.001219
2930, 0.001157
2940, 0.001148
2950, 0.001113
2960, 0.001056
2970, 0.001019
2980, 0.001043
2990, 0.001025
3000, 0.001044
3010, 0.001212
3020, 0.001210
3030, 0.001159
3040, 0.001086
3050, 0.001020
3060, 0.001036
3070, 0.001016
3080, 0.001015
3090, 0.001026
3100, 0.001256
3110, 0.001050
3120, 0.001296
3130, 0.001033
3140, 0.001055
3150, 0.001056
3160, 0.001035
3170, 0.001021
3180, 0.001021
3190, 0.001020
3200, 0.001133
3210, 0.001018
3220, 0.001106
3230, 0.001039
3240, 0.001100
3250, 0.001026
3260, 0.001020
3270, 0.001137
3280, 0.001042
3290, 0.001039
3300, 0.001037
3310, 0.001059
3320, 0.001017
3330, 0.001086
3340, 0.001051
3350, 0.001060
3360, 0.001107
3370, 0.001033
3380, 0.001153
3390, 0.001019
3400, 0.001080
3410, 0.001084
3420, 0.001040
3430, 0.001150
3440, 0.001020
3450, 0.001133
3460, 0.001017
3470, 0.001135
3480, 0.001018
3490, 0.001114
3500, 0.001032
3510, 0.001061
3520, 0.001118
3530, 0.001017
3540, 0.001038
3550, 0.001267
3560, 0.001221
3570, 0.001128
3580, 0.001051
3590, 0.001016
3600, 0.001056
3610, 0.001016
3620, 0.001015
3630, 0.001172
3640, 0.001204
3650, 0.001244
3660, 0.001107
3670, 0.001058
3680, 0.001037
3690, 0.001036
3700, 0.001015
3710, 0.001020
3720, 0.001177
3730, 0.001052
3740, 0.001026
3750, 0.001100
3760, 0.001048
3770, 0.001068
3780, 0.001032
3790, 0.001067
3800, 0.001124
3810, 0.001056
3820, 0.001085
3830, 0.001034
3840, 0.001146
3850, 0.001016
3860, 0.001099
3870, 0.001043
3880, 0.001025
3890, 0.001232
3900, 0.001065
3910, 0.001021
3920, 0.001085
3930, 0.001087
3940, 0.001016
3950, 0.001075
3960, 0.001105
3970, 0.001019
3980, 0.001072
3990, 0.001111
4000, 0.001037
4010, 0.001168
4020, 0.001031
4030, 0.001081
4040, 0.001048
4050, 0.001021
4060, 0.001227
4070, 0.001059
4080, 0.001018
4090, 0.001064
4100, 0.001081
4110, 0.001016
4120, 0.001055
4130, 0.001155
4140, 0.001138
4150, 0.001029
4160, 0.001064
4170, 0.001020
4180, 0.001108
4190, 0.001045
4200, 0.001059
4210, 0.001114
4220, 0.001016
4230, 0.001056
4240, 0.001166
4250, 0.001201
4260, 0.001111
4270, 0.001028
4280, 0.001035
4290, 0.001033
4300, 0.001158
4310, 0.001022
4320, 0.001123
4330, 0.001020
4340, 0.001093
4350, 0.001071
4360, 0.001095
4370, 0.001029
4380, 0.001089
4390, 0.001025
4400, 0.001024
4410, 0.001214
4420, 0.001073
4430, 0.001034
4440, 0.001022
4450, 0.001052
4460, 0.001060
4470, 0.001016
4480, 0.001024
4490, 0.001248
4500, 0.001113
4510, 0.001046
